"u,N,18,0","v,N,18,0","name,C,80"
4030256904,4030258176,
4030256906,6742797346,
4030256906,4030256911,
4030256906,4030256920,
4030256908,4030256909,
4030256908,4030258176,
4030256908,4030256916,
4030256909,4030258175,
4030256909,4030256920,
4030256911,4030256912,
4030256911,11086442966,
4030256912,4030256916,
4030256912,11086686786,
4030256916,11086686785,
4030256920,11086442967,
4030256925,4030256926,12
4030256928,4030256929,10
4030256928,4030256930,
4030256930,4030256931,9
4030257450,11086686785,
4030257450,11086686786,
4030257455,4030257460,
4030257455,5465545082,
4030257460,4030257461,
4030257460,5465543160,
4030258175,6742797347,
4030258175,4356473125,
4030258175,4030258176,
4030258176,4030258177,
4030258177,4030258178,
4030258177,11086442202,
4030258178,11086442958,
4049211653,4337620608,Calle Mercaderes
4049211653,4049211656,
4049211656,4249908441,Calle Nicolas de Pierola
4052245158,5706253121,Avenida Parra
4055452444,4055452445,
4055452445,4055452449,
4055452445,5169434191,
4055452449,5169434191,
4055452452,5169434180,Calle San Agustin
4055452452,4055452455,
4055452457,4055452460,Avenida de la Marina
4055452457,4055452458,
4055452458,4055452460,Pasaje Jacinto Ibanez
4055452460,4055463394,Avenida de la Marina
4055463394,4055463399,
4055466962,7112683824,Juan del la Torre
4055466962,4110478631,Juan del la Torre
4055499740,4915894855,Calle Paucarpata
4055499740,5465525924,
4055499742,4055499747,
4055499742,10852999333,
4055499742,9768373908,
4055499743,5258340014,
4055499743,4055499769,
4055499743,4055499776,
4055499744,10852877548,
4055499744,10852999333,
4055499744,5465525997,
4055499746,9768435421,
4055499747,5465525922,
4055499747,9768435421,
4055499766,9768435559,
4055499766,5258340014,
4055499766,4055499768,
4055499769,4055499776,
4055499769,4055499785,
4055499776,5258340007,
4055499784,10852800680,
4055499784,4055504800,
4055499784,5258339996,
4055499785,4055504798,
4055499785,10852927456,
4055504789,10852829981,
4055504789,10852927481,
4055504789,4055504806,
4055504790,4055504798,
4055504790,9768436835,
4055504790,9768435466,
4055504790,10852979979,
4055504792,4055509291,
4055504792,10852927437,
4055504792,10853083519,
4055504797,10852999334,
4055504797,4055509292,
4055504797,9768435565,
4055504798,10852829977,
4055504798,5258340007,
4055504799,10852927457,
4055504799,4055504800,
4055504799,4055504806,
4055504800,4055504806,
4055504808,10852979937,
4055504808,5465531106,
4055504808,5465531103,
4055504809,10852979946,
4055504809,10852829946,
4055504809,8082052528,
4055504811,4055509292,
4055504811,4055520791,
4055504811,4055520792,
4055504813,4055504814,
4055504813,4055520792,
4055504813,10852927437,
4055504818,9768436874,
4055504818,4055514951,
4055504818,4055514952,
4055504819,10852935822,Avenida Independencia
4055504819,4055564118,
4055509290,10852999350,
4055509290,4055509291,
4055509290,5465531111,
4055509291,5465531112,
4055509292,5465525997,
4055509295,10852935824,
4055509295,10853004830,
4055509295,10853083519,
4055509296,4055509297,
4055509296,9768435516,
4055509296,10852935821,
4055509297,10853004838,
4055509297,11086686758,
4055509299,10852945714,
4055514923,11086686758,
4055514923,10852935817,
4055514923,4055514929,
4055514924,4055514927,
4055514924,4055514929,
4055514926,10852935817,
4055514926,10852945713,
4055514926,4055514930,
4055514927,5393843692,
4055514927,4055514930,
4055514929,10853004859,
4055514929,10853004861,
4055514930,10853004863,
4055514930,10853004859,
4055514931,10853004863,
4055514951,5465531116,
4055514951,5519398998,
4055520792,4055520794,
4055542236,11016601693,Avenida la Salle
4055542236,11016601695,
4055542236,4055542237,
4055542236,11016601697,Avenida la Salle
4055564118,10853004838,
4055564118,10852935821,
4058235023,4058235024,
4058235023,11012483294,
4058235024,4058235025,
4058235024,5213421935,Avenida los Incas
4058235025,11099591051,
4058235026,4058235027,
4058235026,4058235029,
4058235027,4096498609,
4058235029,11002202206,
4058235029,5213421946,
4058235029,4096498609,
4058235030,5213421943,Avenida Lambramani
4058235030,11099591052,
4058235030,11002202206,
4058263259,4058263260,
4058263267,4717589347,
4058263268,4717589346,
4058263268,4717589347,
4058263268,5432125026,
4058288099,4058322255,Calle Ayacucho
4058288099,4058322256,Calle Ayacucho
4058288119,8879835807,
4058288119,4058288125,
4058288119,4058288127,
4058288119,8835591997,
4058288121,11087456610,
4058288122,4058288126,
4058288122,11087434783,
4058288122,4058288127,
4058288125,4058288128,
4058288125,4058288127,
4058288125,4058288126,
4058288126,6061568501,
4058322255,4058322256,Calle Ayacucho
4058322255,4058322273,Calle Ayacucho
4058322256,4618014751,
4058322256,11014693349,Calle Ayacucho
4058322273,11014693349,
4058322273,6734047830,Calle Ayacucho
4058322276,11014693349,
4058322281,8234790746,
4058322281,8879835807,
4058322281,8835591997,
4058322281,4058322282,
4058322282,4058322283,
4058322282,11014693349,Calle Ayacucho
4058322282,5380727086,Calle Ayacucho
4058322283,5380727086,Calle Ayacucho
4058322283,6734047830,Calle Ayacucho
4058377257,5092538900,Calle Cesar Vallejo
4058377257,5393843715,Calle Cesar Vallejo
4060315693,4060315694,
4066882694,5391133842,Calle San Rafael
4066882694,5391133846,
4066895960,4066916798,
4066915242,5381018101,
4066915242,5381008135,
4066915242,5381044242,
4066915244,5381008117,
4066915244,5381008113,
4066915244,5381008146,
4066915246,5381008131,
4066915246,5381008103,
4066915246,5381008128,
4066915247,4066915248,
4066915247,5381008145,Avenida Daniel Alcides Carrion
4066915247,4067035110,Avenida Daniel Alcides Carrion
4066915248,5381008110,
4066915248,4066990072,
4066915260,4067034578,
4066915260,9674888302,"['Via Exclusiva Daniel Alcides Carrion', 'Acceso Rapido Alcides Carrion']"
4066915260,4067034577,
4066915260,4067032172,Via Exclusiva Daniel Alcides Carrion
4066916798,11019063208,
4066916798,11009101050,
4066951578,4066951579,
4066951578,11019063208,
4066951579,4066951694,Avenida Venezuela
4066951692,5750184882,
4066951692,4066951694,Avenida Venezuela
4066951694,5750185274,
4066951718,5750184827,Avenida Venezuela
4066951718,4066951719,
4066951718,4066951720,Avenida Venezuela
4066951719,5750184828,
4066951719,5750185271,
4066951719,4066951721,
4066951720,4066951721,
4066951720,5391133719,Avenida Venezuela
4066951721,5750185272,
4066951721,4066951722,
4066951722,5750184832,Calle Manzanitos
4066951722,5391133719,Calle Manzanitos
4066951726,5750185274,
4066951726,5750184828,
4066951726,8302191869,
4066990035,4066990036,
4066990036,4066990045,
4066990036,4066990038,
4066990038,4066990055,
4066990038,4066990045,
4066990055,8901588136,Calle Jose Carlos Mariategui
4066990063,11015162874,Avenida Virgen del Pilar
4066990063,4066990064,
4066990063,11015162864,Avenida Virgen del Pilar
4066990064,4066990064,
4066990072,5381008113,
4066990072,5381008144,
4067032171,4067034689,
4067032171,4067032172,
4067032171,4067034577,Via Exclusiva Daniel Alcides Carrion
4067032172,4067034692,
4067034576,4067034577,
4067034576,4536334670,Avenida Daniel Alcides Carrion
4067034577,11016523158,Via Exclusiva Daniel Alcides Carrion
4067034578,4067035110,Avenida Daniel Alcides Carrion
4067034578,4067058577,Avenida Daniel Alcides Carrion
4067034582,4536334670,Avenida Daniel Alcides Carrion
4067034582,11016523158,
4067034689,4536345257,Avenida Daniel Alcides Carrion
4067034689,4536351573,
4067034689,5379874278,Avenida Daniel Alcides Carrion
4067034692,4067058577,Avenida Daniel Alcides Carrion
4067035110,5381008103,
4067035111,5381008131,
4067035111,4536334664,
4067035111,4536334663,
4067058577,4067058578,
4067058578,6292531033,
4067058578,4067059190,
4067058578,4067059194,
4067059189,4067059190,
4067059189,4067059204,
4067059189,4067059221,
4067059190,4067059194,
4067059194,4356486898,
4067059210,11015162754,
4067059210,4067059225,
4067059211,4067059225,
4067059211,4067059221,
4067059211,4067059212,
4067059212,11097229494,
4067059212,11097229495,
4067059221,5220790839,
4067059224,5200623530,
4067059225,4067059227,
4067059227,4067059232,
4067059227,6292531038,
4067059239,10786826608,
4067059239,11097229479,Urbanizacion los Rosales
4067064217,6292531051,
4067064217,11097229482,
4067064217,10786826608,
4067064217,5532179492,
4067064220,11097229483,
4067064220,4067064222,
4067064220,11097229486,
4067064222,11097229486,
4067064222,4067064228,
4067064222,11097229478,
4067064228,11097229482,
4067064228,11097229486,
4067074133,11014011292,Avenida Juan Vidaurrazaga
4067074133,4241152366,
4067074134,4241152366,
4067074143,4067074144,
4067074143,11016544317,Avenida Juan Vidaurrazaga
4067074144,11014011293,Avenida Venezuela
4067074148,11014011293,Obando
4067074148,4742367921,Obando
4067074148,5413568698,Avenida Venezuela
4067074154,11016544318,Avenida Juan Vidaurrazaga
4067074154,5375241716,
4067074154,11014011292,Avenida Juan Vidaurrazaga
4071972938,5793954766,
4071972938,4071972946,
4071972946,4071972955,
4071972946,4629946311,
4071976491,4071976492,
4071976491,8236634839,
4071976491,8236634836,
4071976492,8236634836,
4071976492,4071976496,
4071980290,5700757485,
4071980290,5700757484,
4072007975,6654482382,
4072007975,4072007981,Ovalo Libertador
4072007975,6654482316,Ovalo Libertador
4072007981,4072011451,Thomas Alvares
4072007981,4072011455,Ovalo Libertador
4072007987,4072011392,Ovalo Libertador
4072007987,4072011455,Ovalo Libertador
4072011392,6654482316,Ovalo Libertador
4072011451,4072011455,Thomas Alvares
4072011472,4072011474,
4072011472,4072011474,
4072011472,4072011478,
4072011474,6654482335,
4072011474,4072011479,
4072011478,4072011479,
4072011478,6654482313,
4072011479,6654482302,
4073422977,4073422978,
4073422978,4110468089,
4073422978,5295946867,
4073422979,5295946867,
4075477894,4075477906,Avenida de la Marina
4075477894,4075477895,
4075477895,4075477900,
4075477900,9410599753,
4075477900,9410599752,
4075477906,4075477909,Avenida de la Marina
4075477906,4075477909,
4075477933,4075477934,
4075488093,4209972320,
4075619651,4075619652,
4075619652,11024162774,Avenida Mariscal Castilla
4075619652,11002043138,Avenida Mariscal Castilla
4075627980,4336289452,Avenida Tacna y Arica
4075627980,4075627981,
4075627980,10917232407,
4075627981,4336289453,Avenida Tacna y Arica
4096490924,4096490943,Avenida Jorge Chavez
4096490924,4096490926,
4096490924,5664848459,Avenida Jorge Chavez
4096490943,11664050870,
4096490949,11664050870,
4096498591,4978429964,Avenida Lambramani
4096498591,5467650636,
4096498609,11012483288,
4096498616,11012483294,
4096502701,5431347809,Avenida Arturo Ibanez
4096502701,7567888648,Avenida Arturo Ibanez
4096510442,5391108752,Calle Benito Bonifaz
4096510442,4096510444,Calle Agricultura
4096510442,5391108751,Calle Benito Bonifaz
4096510444,4096510447,Calle Malecon Socabaya
4096510447,11663898949,
4096510448,5391108745,Calle Malecon Socabaya
4096510448,5391108749,Ibanez
4096510448,11663898949,
4096522841,10920891150,Avenida Tacna y Arica
4096522841,10920891144,Avenida Tacna y Arica
4096522923,5200744105,Calle Domingo Nieto
4096522923,5200744113,Calle Domingo Nieto
4096534438,4096534439,Salida 7
4096534438,4096534443,Calle Peru
4096534439,4096534442,
4096534439,4957820796,Salida 7
4096534440,4096534441,Calle Nicolas de Pierola
4096534440,4957820796,Salida 7
4096534440,5381354364,Calle Nicolas de Pierola
4096534441,4197639834,Calle Nicolas de Pierola
4096534441,4957820795,
4096534442,4957820795,
4096534442,11101838040,
4096534442,4096534443,
4096534443,4197639835,Calle Peru
4106712642,4106712643,
4106712643,5150667640,
4106712643,5150667638,
4106720360,4106720362,
4106720360,4106720363,
4106720363,5465543164,
4106720363,5393843671,
4106794712,5483379811,
4106794712,5483379809,
4106794712,6325106789,
4106794719,5799194861,Avenida Francisco Bolognesi
4106794719,4106794722,
4106794722,5483379811,
4106794722,5398638786,
4106794722,4106794727,
4106794727,4106794744,
4106794727,4106794828,
4106794728,5799194861,Avenida Francisco Bolognesi
4106794728,4106794736,Avenida Francisco Bolognesi
4106794728,4106794733,
4106794733,4106794828,
4106794733,4106794737,
4106794736,4106794749,Avenida Francisco Bolognesi
4106794736,4106794737,
4106794737,4106794740,
4106794740,4106794828,
4106794740,4106794744,
4106794744,11117197646,
4106794749,11117197646,
4106794751,5633142524,Internacional
4106794751,11117170701,
4106794751,5264484414,Internacional
4106794764,11117170675,
4106794764,5264484417,
4106794769,8236626504,
4106794769,6327629803,
4106794769,5391350858,
4106794776,5391350858,
4106794776,4106794783,
4106794776,11117170696,
4106794776,11117170675,
4106794783,5258014002,
4106794783,6327629803,
4110467379,4110468089,
4110467379,4110468100,
4110467379,5295946886,
4110467382,4110468089,
4110468100,4110468101,
4110468100,4365381220,
4110468104,4365381225,
4110468104,4365381227,
4110468108,5295946838,
4110468108,5295946859,
4110468108,8162388859,
4110468114,5295946838,
4110468114,4110468115,Thomas Alvares
4110468115,5295946862,
4110468115,5411420138,Thomas Alvares
4110478631,4110478634,
4110478631,10885702068,Juan del la Torre
4110486895,4110486897,
4110486897,5375618190,Calle Manuel Ugarteche
4110486897,5411410744,Calle Manuel Ugarteche
4110704189,11019063518,Avenida Virgen del Pilar
4110704189,5375572602,
4110704189,4110704190,Avenida Virgen del Pilar
4110704190,4110717640,
4110722310,4110722312,
4110722310,11019063628,Arevalo
4110722311,11019063628,Arevalo
4110722312,4110722313,
4110722312,4499301838,
4110722313,11019063625,Arevalo
4110722313,5406211262,
4110736812,4110736813,
4110755571,4110755574,
4144999638,5485437494,Jose Maria Escriba
4144999638,5564782402,
4190894647,5169801232,Calle San Francisco
4190894647,5169434121,Calle San Francisco
4197584714,4197584762,
4197584762,4249908441,Calle Santo Domingo
4197639834,11101838058,Calle Nicolas de Pierola
4197639834,11101838036,
4197639835,11101838012,
4197639835,11101838024,Calle Peru
4208431367,5485401900,
4209896988,4209897889,
4209896988,5391127535,Luna Pizarro
4209897889,4209897891,
4209982492,4209982512,Las Malvinas
4209982492,4209982507,
4209982492,4209982494,
4209982493,4209982494,
4209982494,4209982507,
4209982507,4209982516,
4209982512,4209982517,
4209982516,4209982517,
4209982516,5515031807,
4209982517,5515031807,
4230614622,11019063510,Avenida Venezuela
4232665793,4232854916,Avenida Lambramani
4232665793,4232665796,"['Calle Paucarpata', 'Avenida Lambramani']"
4232665793,11012877922,
4232665796,11019063564,Avenida Venezuela
4232665802,5399025232,
4232665802,11008659954,Avenida Virgen del Pilar
4232665802,5381354353,Avenida Virgen del Pilar
4232782238,4232782244,
4232782238,4232782239,
4232782238,11021342385,Avenida Venezuela
4232782239,4232782241,
4232782239,4232782241,
4232782241,5465525975,
4232782244,11021342384,Avenida Venezuela
4232782244,4475973322,Avenida Venezuela
4232782256,11002113931,
4232782256,11024160430,
4232782256,5465531087,
4232782261,10758109130,
4232782261,9094959591,
4232782261,11086442966,
4232782263,10758109130,
4232782263,4356473128,
4232782263,11086442940,
4232782263,10758109131,
4232782266,11021360806,Avenida Virgen del Pilar
4232817090,4232817093,Avenida Venezuela
4232817090,4232817093,
4232817093,5432072886,Avenida Venezuela
4232929139,4728634834,
4232929140,4728634833,
4234036212,4234036213,Avenida Miguel Forga
4234036212,7154758743,
4234036213,5308494795,Calle Eduardo Lopez de Romana
4234036213,4833689467,Avenida Miguel Forga
4241152366,8374959817,Calle Angel Caballero
4249908441,4337651715,Calle Santo Domingo
4249908441,5179130355,Calle Nicolas de Pierola
4257847876,11090088431,Avenida Zamacola
4257847876,5412216245,Avenida Zamacola
4257847876,11090088438,Avenida Emmel
4257847876,5412215554,Avenida Emmel
4279219152,5150667641,Calle Paucarpata
4279219152,11090425208,
4279219152,11090407280,
4279219152,9413825234,Calle Paucarpata
4279219153,5394912494,Calle Paucarpata
4279219153,11090407280,
4279219153,11090425208,
4279219153,5150667641,Calle Paucarpata
4279219156,9413825236,Calle Paucarpata
4279219156,11090425224,
4279219156,11090425225,
4279219157,4279219157,
4310914243,4354908475,
4310914243,4354908620,
4310914253,4754993533,
4310914253,4354908620,
4318560742,4318560750,
4318560742,4766382434,
4318560750,4766382434,
4318641453,7567924951,Avenida Francisco Bolognesi
4318641453,4318641455,
4318641455,5483379809,
4318641455,5534090493,Avenida Francisco Bolognesi
4318665051,5379248680,
4318665051,5793942733,Quinta Vivanco
4318665057,5379248680,
4318665057,4318665057,
4318665058,4467262505,
4318665058,4467262504,
4324625122,4324625126,
4324625126,4324625140,
4324625126,4324625140,
4324625140,5375593662,
4324703397,10923389495,Calle Sucre
4336252341,7112683822,
4336252341,10997907541,Juan del la Torre
4336252341,5375739510,Juan del la Torre
4336252344,4336252345,
4336259637,5706253146,Avenida Parra
4336259637,5706253144,Avenida Parra
4336289452,4336289453,
4336289462,4336289464,Avenida Tacna y Arica
4336289462,4336289463,
4336289463,4336289465,Avenida Tacna y Arica
4336289464,4336289465,
4337620607,10885702040,Calle Santo Domingo
4337620607,4337620608,
4337620607,4337651715,Calle Santo Domingo
4337620608,10885702043,Calle Mercaderes
4337651705,10885702041,Calle San Juan de Dios
4337651705,10885702039,
4337651705,10885762587,Calle San Juan de Dios
4337651715,10885702039,
4351915465,4351915466,
4351915465,5391114007,
4351945580,4351945581,
4351945580,11068021146,Calle Palacio Viejo
4354908461,4354908463,
4354908461,4354908475,
4354908461,4354908590,
4354908462,4354908617,
4354908463,4354908614,
4354908463,4354908474,
4354908474,4354908474,
4354908475,4354908589,
4354908589,4354908589,
4354908590,4354908591,
4354908590,4354908590,
4354908591,4354908591,
4354908612,4354908614,
4354908614,4354908617,
4354908616,4354908617,
4354908616,4354908616,
4354908620,5693662478,
4354908629,11105633276,
4354908629,4354908639,
4354908629,11105633280,
4354908629,5693662479,
4354908639,11105633274,
4354908639,5529009393,
4354908639,11105633275,
4354908640,11105633279,
4354908640,5529009383,
4354908640,5693662479,
4354908640,5529009393,
4354908647,11014694614,Avenida Alfonso Ugarte
4354908647,11014694609,
4354908647,4354908652,
4354908647,11014694608,Avenida Alfonso Ugarte
4354908652,4354908658,
4354908652,11014694615,
4354908653,11014694615,
4354908653,11105633217,
4354908653,4354908654,
4354908654,7289494700,Avenida Alfonso Ugarte
4354908654,11014694610,
4354908654,11014694614,Avenida Alfonso Ugarte
4354908658,11105633215,
4354908658,11105652621,
4354908658,11105633228,
4354908720,4354908722,
4354908722,4354908722,
4354908722,4354908732,
4354908732,11014685804,
4354908732,11014694605,Avenida Alfonso Ugarte
4354908732,11014685803,Avenida Alfonso Ugarte
4356473112,5465535954,
4356473112,5465535951,
4356473112,4356473122,
4356473113,5465535954,
4356473113,4356473122,
4356473113,4356473115,
4356473117,4356473120,
4356473117,5465545045,
4356473117,4356473122,
4356473122,5465545064,
4356473123,5465545064,
4356473123,11086442974,
4356473123,5465545065,
4356473125,5465535951,
4356473125,11086442974,
4356473128,5465545044,
4356473128,6742797336,
4356473130,5465545044,
4356486898,4356486900,
4356486898,4356486899,
4358258189,4358258190,
4358258190,5381354357,Manuel Belgrano
4365192387,4365192692,
4365192692,11014188101,Avenida de la Marina
4365381201,5375618190,Thomas Alvares
4365381201,4365381210,
4371614057,4371614058,
4371614057,10920891150,Avenida Tacna y Arica
4371614058,10920891154,Avenida Tacna y Arica
4371614058,10917232433,
4372087979,4372087980,
4414037623,5399052231,
4414037623,5229390803,
4414037623,5229390805,Pasaje Alfonso Ugarte
4427131577,4427131578,
4427131577,10885702037,Calle Dean Valdivia
4427132203,4427132204,
4427132204,11101838070,Calle Nicolas de Pierola
4427835576,4427835577,
4427840026,5393862385,Calle Dean Valdivia
4427840026,4427840027,
4427840026,5393862386,Calle Dean Valdivia
4427882859,4427882860,
4427910606,4427910607,
4427963954,4427963955,
4427963957,4427963958,
4427963958,10885702044,Calle San Jose
4427984764,4427984765,
4427984764,4717584435,Calle Colon
4441419596,4441419597,
4441419597,4441419625,Calle San Francisco
4441419625,4441419626,
4442387572,4442387574,
4442387574,4442387575,
4442387574,5465531074,
4442387575,5465531074,Sebastian Barranca
4442642702,4442642703,
4442642703,11090407251,Santa Rosa de Lima
4442676260,11008725051,
4442676260,11008725050,Pasaje Santa Rosa
4444938115,4444938119,
4444938115,4444938121,Octavio Munoz Najar
4444938117,4444938119,
4444938117,4444938118,Corbacho
4444938118,4444938119,
4444938119,4444938121,
4444938123,5846388120,Octavio Munoz Najar
4444938123,4444938124,
4444938124,5846388121,Siglo XX
4444938241,4444938242,
4444938241,5394916330,Pasaje Otero
4446573304,5465620987,
4446573304,5465620985,
4446573304,4446574993,
4446573305,5406208479,Nicolas SIlva
4446573305,4446574994,
4446573305,5465620988,Nicolas SIlva
4446573306,5375593654,Urbanizacion Alvarez Thomas Manzana A
4446573306,4446573307,
4446573307,4446573319,
4446573307,4446573319,
4446573319,4446573327,
4446573327,4446573340,
4446573327,4446573340,
4446573340,4446573346,
4446573346,5375593654,
4446573347,4446573353,
4446573353,5381354357,Urbanizacion Alvarez Thomas WZ C
4446574993,4446575008,
4446574993,4446574994,
4446574994,4446575008,
4446575008,4446575012,
4446575012,4446575014,
4446575012,4446575013,
4462630948,5391148534,Urbanizacion Cabana Maria Manzana J
4462630948,4462630949,
4462630950,4462630951,
4462630950,5391148529,
4462630952,4462630953,
4462630953,5391148534,
4462630953,5391148532,
4462630954,5391148535,
4467262504,5169519261,Quinta Vivanco
4467262505,4467262511,
4467262505,4467262511,
4467262505,4467262511,
4475973322,5485263384,
4475973322,4475973323,
4475973324,4475973328,
4475973324,11019063358,
4475973324,9675005063,
4475973328,11019063357,
4475973328,11019063354,
4499301838,11009101054,
4499301838,4499301842,
4499301840,4915894850,Avenida Independencia
4499301840,4499301842,
4499301842,11009101054,
4523489022,10910636424,Avenida Alfonso Ugarte
4523489022,4523489023,
4523489022,10910636427,Avenida Alfonso Ugarte
4523489023,11007739451,Avenida Alfonso Ugarte
4523489023,4523489025,
4523489023,11007732105,Avenida Alfonso Ugarte
4523489025,4523489026,
4523489025,9410646790,
4523489026,9410646800,
4523489026,8059960399,
4536334669,4536334670,
4536345223,5379858302,San Fernando
4536345223,5391133846,San Fernando
4536345223,5483426614,
4536345262,4536345269,
4536345262,4536345264,
4536345262,4536345264,
4536345264,4536345268,
4536345266,5400711594,
4536345266,4536345269,
4536345266,5379867637,
4536345269,4536345270,
4536345270,5379867637,San Gabriel
4536345270,5391078536,San Gabriel
4536345319,5462836626,
4536349505,5484597540,Avenida Juan Vidaurrazaga
4536349505,4536349508,
4536349505,5413568947,Avenida Juan Vidaurrazaga
4536349508,5533945063,Avenida Juan Vidaurrazaga
4536349508,5484597540,Avenida Juan Vidaurrazaga
4536351573,5379874279,Clorinda Matto
4536355800,5533915110,Obando
4536391016,4536391017,
4536391017,4536391021,
4536391017,5150515855,
4544101667,5485422010,
4544101667,6399546649,
4544101667,5485422013,
4544102105,10923437097,
4544102105,6399546649,
4544102111,4682605816,
4544102112,10920891223,Avenida Emmel
4544102112,4682605816,
4545409293,6327629820,
4545409293,5700757485,Prolongacion Bolonegsi
4545409298,4545409299,
4545409298,4545409300,
4545409298,4545409300,
4545409300,6327629820,
4557425637,4557425638,
4557425638,5465573033,Urbanizacion Alvarez Thomas WZ D
4557431113,4557431114,
4557442774,6327629824,
4629946311,11016181198,Avenida Chilina
4682407593,4682407594,
4682407593,4682407594,
4682407594,10920891223,
4682407649,9410567695,Avenida San Martin
4682407649,5225033226,
4682408107,5195285777,Maria Nieves y Bustamante
4682408107,11008619714,Avenida Emmel
4682408107,10920891223,Avenida Emmel
4682408335,5693791866,Avenida Victor Andres Belaunde
4682408335,5375720540,Avenida Victor Andres Belaunde
4682605815,4682605816,
4709192113,5375734628,Calle Federico Barreto
4709192113,5391108750,Calle Federico Barreto
4709192113,4709192114,
4709192147,11013404002,
4709192147,5391127586,
4709192149,4709192150,
4709192149,11013404006,
4709192149,11013404004,
4709192150,5391078525,
4709192150,5391078522,
4709192210,4709192213,Avenida Jacinto Ibanez
4709192210,5413568946,Avenida Jacinto Ibanez
4709192210,4709192212,
4709192212,4709192213,
4709192213,5413568945,Avenida Jacinto Ibanez
4717584435,4717584440,
4717584437,4717584438,
4717584438,4717584439,
4717584439,4717584440,
4717589311,4717589312,
4717589346,4717589347,
4728634793,4728643408,
4728634806,4728634807,
4728634807,4728634916,
4728634807,4728634918,
4728634829,4728643411,
4728634830,4728634854,Avenida Independencia
4728634830,4728643411,
4728634830,4728634916,
4728634831,4728634853,
4728634832,4728634853,
4728634832,11015162794,Avenida Virgen del Pilar
4728634833,4728634835,
4728634834,4728634835,
4728634834,5391144407,
4728634835,4728634836,
4728634853,4728634854,
4728634855,4728634856,
4728634856,4728634858,
4728634856,4728643235,
4728634857,4728634858,
4728634858,5431918550,
4728634916,4728634917,
4728643235,4728643236,
4728643235,5391148525,
4728643408,4728643410,
4728643411,4728643412,
4733241345,5469339515,Avenida Mariscal Castilla
4733241345,5469339515,
4733241345,5467926993,Avenida Mariscal Castilla
4733241345,5469339516,
4733241820,8059943576,Avenida La Paz
4733241820,11664066289,
4733241820,11746502546,Avenida La Paz
4733264261,4733264425,
4733264263,11746502546,Avenida La Paz
4733264263,4733264424,Avenida La Paz
4733264263,4733264425,
4733264424,4733264425,
4742363905,5391078194,Calle Angel Caballero
4742363905,5391078195,Calle Angel Caballero
4742363905,4742363907,
4742363906,4742363907,
4742363907,4833677395,
4742363912,4742363959,
4742363912,4742363918,
4742363912,4742363925,
4742363918,4742363934,
4742363918,4742363925,
4742363925,4742364023,
4742363931,4742363934,
4742363932,4742363934,
4742363959,5391078188,
4742363959,4742363960,
4742363990,5391068725,Avenida Parra
4742363990,5391078165,
4742363990,4742363993,
4742363993,4742363997,
4742363993,4742363997,
4742363997,4742364023,
4742364023,4742364025,
4742364041,4742364043,
4742364041,4742364041,
4742367921,5204835109,
4742367924,5204835112,
4742367924,5413568698,Avenida Venezuela
4742367924,5391108737,Avenida Venezuela
4742367929,7567525362,
4742379982,4742379983,
4742379982,5381363061,
4742397704,4742397705,Pasaje Mariscal Caceres
4742397705,11663898949,Avenida Mariscal Caceres
4742397705,5460698689,Avenida Mariscal Caceres
4742397780,5866620454,Avenida Garcia de Carbajal
4742397780,11016609798,Avenida Garcia de Carbajal
4742397780,11016609801,
4742397782,11016609800,Avenida Jorge Chavez
4742397782,11016609801,
4742415719,11008659963,Calle Victor Lira
4742415719,11008659965,
4742415721,11008659962,Avenida Independencia
4742415721,11008659961,
4754993529,4754993531,
4754993531,4754993532,
4754993531,4754993532,
4754993532,4754993533,
4754993533,4754993541,
4754993540,4754993541,
4833675088,4850971463,
4833675088,4833675091,
4833675088,5485432492,
4833677395,5391078188,
4833677395,5391078186,
4833689220,4957788496,Avenida Miguel Forga
4833689220,4833689421,
4833689220,10858131534,Avenida Miguel Forga
4833689421,10904424543,Avenida Miguel Forga
4833689421,4833689422,
4833689421,10858131535,Avenida Miguel Forga
4833689422,10858131536,Avenida Miguel Forga
4833689422,4833689423,
4833689422,10904424548,Avenida Miguel Forga
4833689423,10858131537,Avenida Miguel Forga
4833689423,10904424550,Avenida Miguel Forga
4833689441,4833689442,
4833689441,4833689467,Avenida Miguel Forga
4833689442,5431385363,Avenida Miguel Forga
4833689442,4833689443,
4833689442,4833689468,Avenida Miguel Forga
4833689443,4833689469,Avenida Miguel Forga
4833689443,4833689444,
4833689444,10774452971,Avenida Miguel Forga
4833689444,10904424596,Avenida Miguel Forga
4833689467,4833689468,
4833689468,4833689469,
4833689469,4833689470,
4833689470,10774452971,Avenida Miguel Forga
4833695664,5391068725,
4833695664,7289377492,
4850971463,8246102746,
4850971468,5485432506,Avenida Alfonso Ugarte
4850971468,11014694608,
4850971468,4850971865,
4850971468,11014694609,Avenida Alfonso Ugarte
4850971865,8246102746,
4850971865,8246088542,
4851036326,5229390922,
4851036330,4851036332,
4851036332,5229390923,
4851036332,4851036335,
4851036335,4977885187,Avenida Alfonso Ugarte
4851036335,11014685799,
4851036335,5564783752,Avenida Alfonso Ugarte
4882499834,5375572602,
4882499975,4882499976,
4882499976,5391147718,Urbanizacion Cabana Maria Manzana B
4882499976,5375572601,Urbanizacion Cabana Maria Manzana B
4915894850,4915894853,
4915894850,4915894855,
4915894853,10852877573,
4915894853,11048254197,Calle Paucarpata
4915894855,9675005098,
4915894877,11008725054,
